sample_id,dataset_name,question,gold_answer,round_1_answers,single_agent_baseline_answer,majority_voting_baseline_answer,scrd_final_answer,single_agent_correct,majority_voting_correct,scrd_correct,effective_rounds_used,actual_rounds_executed,stop_reason,single_agent_total_tokens,majority_vote_total_tokens,scrd_total_tokens,scrd_prompt_tokens,scrd_completion_tokens,agent_total_tokens,recorder_total_tokens,evaluator_total_tokens,repair_brief_total_tokens,repair_evaluator_total_tokens,repair_agent_total_tokens,trace_found,trace_path,usage_records_count,final_trace_rounds,execution_events_count,rollback_events,repair_round_events,stable_consensus_events,round_usage_summary_json,component_token_from_trace_json,change_vs_majority,change_vs_single_agent
gsm8k_0167,gsm8k,"Grandpa Lou enjoys watching movies on the Hallmark channel, where every movie lasts 90 minutes.  If, on Tuesday, he watched several full-length movies on the Hallmark channel for a total of 4 hours and 30 minutes, and then on Wednesday he watched on the same channel twice as many movies as he did on Tuesday.  What is the maximum number of full-length movies Grandpa could have watched during these two days?",9,"['9', '7', '8']",9,9,9,True,True,True,2,2,early_stop,399,1111,5555,4730,825,3001,1960,594,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0167_trace.json,9,2,3,0,0,0,"{""1"": 1996, ""2"": 3559}","{""agent_round_1"": 1111, ""recorder"": 1960, ""agent_normal"": 1890, ""evaluator"": 594}",both_correct,same_outcome
gsm8k_0168,gsm8k,"Janet filmed a new movie that is 60% longer than her previous 2-hour long movie.  Her previous movie cost $50 per minute to film, and the newest movie cost twice as much per minute to film as the previous movie.  What was the total amount of money required to film Janet's entire newest film?",1920,"['480', '480', '480']",480,480,480,False,False,False,2,2,early_stop,309,926,4547,4209,338,2625,1346,576,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0168_trace.json,9,2,3,0,0,0,"{""1"": 1546, ""2"": 3001}","{""agent_round_1"": 926, ""recorder"": 1346, ""agent_normal"": 1699, ""evaluator"": 576}",both_wrong,same_outcome
gsm8k_0169,gsm8k,"Silvia’s bakery is offering 10% on advanced orders over $50.00.  She orders 2 quiches for $15.00 each, 6 croissants at $3.00 each and 6 buttermilk biscuits for $2.00 each.  How much will her order be with the discount?",54,"['42.3', '42.3', '42.3']",42.3,42.3,42.3,False,False,False,2,2,early_stop,320,954,4687,4313,374,2706,1389,592,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0169_trace.json,9,2,3,0,0,0,"{""1"": 1588, ""2"": 3099}","{""agent_round_1"": 954, ""recorder"": 1389, ""agent_normal"": 1752, ""evaluator"": 592}",both_wrong,same_outcome
gsm8k_0170,gsm8k,Borris liquor store uses 90 kilograms of grapes every 6 months. He is thinking of increasing his production by twenty percent. How many grapes does he need in a year after increasing his production?,216,"['108', '180', '180']",108,180,216,False,False,True,3,4,rollback,276,831,13415,11467,1948,2550,4148,624,760,1276,4057,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0170_trace.json,20,3,7,1,2,0,"{""1"": 1505, ""2"": 7222, ""3"": 3928}","{""agent_round_1"": 831, ""recorder"": 4148, ""agent_normal"": 1719, ""evaluator"": 624, ""repair_brief_generator"": 760, ""repair_agent"": 4057, ""repair_evaluator"": 1276}",improved_over_majority,improved_over_single
gsm8k_0171,gsm8k,"Mel is three years younger than Katherine.  When Katherine is two dozen years old, how old will Mel be in years?",21,"['21', '21', '21']",21,21,21,True,True,True,2,2,early_stop,271,802,4358,3948,410,2414,1418,526,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0171_trace.json,9,2,3,0,0,0,"{""1"": 1435, ""2"": 2923}","{""agent_round_1"": 802, ""recorder"": 1418, ""agent_normal"": 1612, ""evaluator"": 526}",both_correct,same_outcome
gsm8k_0172,gsm8k,James collects all the fruits from his 2 trees.  Each tree has 20 plants.  Each plant has 1 seed and he plants 60% of those.  How many trees did he plant?,24,"['24', '24', '24']",24,24,24,True,True,True,3,3,early_stop,303,909,7850,7067,783,4362,2386,1102,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0172_trace.json,14,3,4,0,0,0,"{""1"": 1620, ""2"": 3178, ""3"": 3052}","{""agent_round_1"": 909, ""recorder"": 2386, ""agent_normal"": 3453, ""evaluator"": 1102}",both_correct,same_outcome
gsm8k_0173,gsm8k,Kyle bought 2 glass bottles that can hold 15 origami stars each. He then bought another 3 identical glass bottles. How many stars must Kyle make to fill all the glass bottles he bought?,75,"['75', '75', '75']",75,75,75,True,True,True,2,2,early_stop,282,846,4465,4053,412,2492,1423,550,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0173_trace.json,9,2,3,0,0,0,"{""1"": 1482, ""2"": 2983}","{""agent_round_1"": 846, ""recorder"": 1423, ""agent_normal"": 1646, ""evaluator"": 550}",both_correct,same_outcome
gsm8k_0174,gsm8k,"Mark has two pets, a hare that runs 10 feet/second and a turtle that crawls 1 foot/second. If they're going to run a 20 foot-race, how much of a head start (in seconds) does the turtle need to finish in a tie?",18,"['18', '18', '18']",18,18,18,True,True,True,2,2,early_stop,298,894,4643,4207,436,2627,1449,567,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0174_trace.json,9,2,3,0,0,0,"{""1"": 1517, ""2"": 3126}","{""agent_round_1"": 894, ""recorder"": 1449, ""agent_normal"": 1733, ""evaluator"": 567}",both_correct,same_outcome
gsm8k_0175,gsm8k,"Movie tickets cost $5 each on a Monday, twice as much on a Wednesday, and five times as much as Monday on a Saturday. If Glenn goes to the movie theater on Wednesday and Saturday, how much does he spend?",35,"['35', '35', '35']",35,35,35,True,True,True,2,2,early_stop,308,900,4709,4190,519,2610,1551,548,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0175_trace.json,9,2,3,0,0,0,"{""1"": 1588, ""2"": 3121}","{""agent_round_1"": 900, ""recorder"": 1551, ""agent_normal"": 1710, ""evaluator"": 548}",both_correct,same_outcome
gsm8k_0176,gsm8k,"Conner has a dune buggy that he rides in the desert.  On flat sand, it can ride at a speed of 60 miles per hour.  When traveling on downhill slopes, it can race at 12 miles per hour faster than it can when it is on flat sand.  And when riding on an uphill inclined slow, it travels at a speed 18 miles per hour slower than when it is riding on flat sand.  If Conner rides his dune buggy one-third of the time on flat sand, one-third of the time on uphill slopes, and one-third of the time on downhill slopes, what is his average speed in miles per hour?",58,"['58', '50', '50']",58,50,50,True,False,False,2,2,early_stop,407,1165,5764,5081,683,3258,1776,730,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0176_trace.json,9,2,3,0,0,0,"{""1"": 1919, ""2"": 3845}","{""agent_round_1"": 1165, ""recorder"": 1776, ""agent_normal"": 2093, ""evaluator"": 730}",both_wrong,degraded_from_single
gsm8k_0177,gsm8k,A store sells 20 packets of 100 grams of sugar every week. How many kilograms of sugar does it sell every week?,2,"['2', '2', '2']",2,2,2,True,True,True,2,2,early_stop,281,889,4647,4087,560,2505,1615,527,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0177_trace.json,9,2,3,0,0,0,"{""1"": 1657, ""2"": 2990}","{""agent_round_1"": 889, ""recorder"": 1615, ""agent_normal"": 1616, ""evaluator"": 527}",both_correct,same_outcome
gsm8k_0178,gsm8k,"James decides to replace his car.  He sold his $20,000 car for 80% of its value and then was able to haggle to buy a $30,000 sticker price car for 90% of its value.  How much was he out of pocket?",11000,"['9400', '9000', '7000']",9400,9400,11000,False,False,True,2,3,rollback,321,966,9430,8212,1218,2909,2955,587,715,651,1613,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0178_trace.json,15,2,6,1,1,0,"{""1"": 1760, ""2"": 6955}","{""agent_round_1"": 966, ""recorder"": 2955, ""agent_normal"": 1943, ""evaluator"": 587, ""repair_brief_generator"": 715, ""repair_agent"": 1613, ""repair_evaluator"": 651}",improved_over_majority,improved_over_single
gsm8k_0179,gsm8k,"Simon wanted to buy flowers that his mom could plant for Mother's Day.  The garden center was offering 10% off all purchases.  He bought 5 pansies at $2.50 each, one hydrangea that cost $12.50 and 5 petunias that cost $1.00 each.  If he paid with a $50 bill, how much change would Simon receive back from his purchase?",23,"['18.75', '17.5', '18.75']",18.75,18.75,21.88,False,False,False,3,4,rollback,333,992,17147,14680,2467,6261,4771,1386,854,830,3045,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0179_trace.json,20,3,7,1,1,0,"{""1"": 1760, ""2"": 4388, ""3"": 10145}","{""agent_round_1"": 992, ""recorder"": 4771, ""agent_normal"": 5269, ""evaluator"": 1386, ""repair_brief_generator"": 854, ""repair_agent"": 3045, ""repair_evaluator"": 830}",both_wrong,same_outcome
gsm8k_0180,gsm8k,Colton had 72 dolphin stickers. He gave 4 stickers each to 3 friends.  He also gave his friend Mandy 2 more than he gave his three friends total.   And he gave Justin 10 less than Mandy.  How many stickers does Colton have left?,42,"['58', '58', '58']",58,58,58,False,False,False,2,2,early_stop,296,890,4416,4106,310,2543,1306,567,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0180_trace.json,9,2,3,0,0,0,"{""1"": 1492, ""2"": 2924}","{""agent_round_1"": 890, ""recorder"": 1306, ""agent_normal"": 1653, ""evaluator"": 567}",both_wrong,same_outcome
gsm8k_0181,gsm8k,"Derek has $960 to buy his books for the semester. He spends half of that on his textbooks, and he spends a quarter of what is left on his school supplies. What is the amount of money Derek has left?",360,"['360', '360', '360']",360,360,360,True,True,True,2,2,early_stop,326,968,4955,4361,594,2734,1665,556,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0181_trace.json,9,2,3,0,0,0,"{""1"": 1761, ""2"": 3194}","{""agent_round_1"": 968, ""recorder"": 1665, ""agent_normal"": 1766, ""evaluator"": 556}",both_correct,same_outcome
gsm8k_0182,gsm8k,A certain tree was 100 meters tall at the end of 2017. It will grow 10% more than its previous height each year. How long has the tree grown from 2017 until the end of 2019?,21,"['21', '21', '21']",21,21,21,True,True,True,2,2,early_stop,291,919,5269,4572,697,2923,1787,559,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0182_trace.json,9,2,3,0,0,0,"{""1"": 1656, ""2"": 3613}","{""agent_round_1"": 919, ""recorder"": 1787, ""agent_normal"": 2004, ""evaluator"": 559}",both_correct,same_outcome
gsm8k_0183,gsm8k,"Lisa and Carly go shopping together. Lisa spends $40 on t-shirts then spends half of this amount on jeans and twice this amount on coats. Carly spends only a quarter as much as Lisa on t-shirts but spends 3 times as much on jeans and a quarter of the amount Lisa spent on coats. In dollars, how much did Lisa and Carly spend in total?",230,"['230', '230', '150']",230,230,180,True,True,False,4,5,rollback,365,1118,18069,15815,2254,3355,5303,670,982,1912,5847,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0183_trace.json,25,4,8,1,3,0,"{""1"": 2105, ""2"": 7773, ""3"": 4127, ""4"": 3082}","{""agent_round_1"": 1118, ""recorder"": 5303, ""agent_normal"": 2237, ""evaluator"": 670, ""repair_brief_generator"": 982, ""repair_agent"": 5847, ""repair_evaluator"": 1912}",degraded_from_majority,degraded_from_single
gsm8k_0184,gsm8k,"A small poultry farm has 300 chickens, 200 turkeys and 80 guinea fowls. A strange, incurable disease hit the farm and every day the farmer lost 20 chickens, 8 turkeys and 5 guinea fowls. After a week, how many birds will be left in the poultry?",349,"['292', '390', '292']",292,292,349,False,False,True,3,3,early_stop,304,934,8856,7692,1164,4694,2882,1280,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0184_trace.json,14,3,4,0,0,0,"{""1"": 1593, ""2"": 3383, ""3"": 3880}","{""agent_round_1"": 934, ""recorder"": 2882, ""agent_normal"": 3760, ""evaluator"": 1280}",improved_over_majority,improved_over_single
gsm8k_0185,gsm8k,"After tests in California, the total number of Coronavirus cases was recorded as 2000 positive cases on a particular day. The number of cases increased by 500 on the second day, with 50 recoveries. On the third day, the total number of new cases spiked to 1500 with 200 recoveries. What's the total number of positive cases after the third day?",3750,"['4750', '4750', '4750']",4750,4750,4750,False,False,False,5,5,early_stop,333,999,15733,13988,1745,8823,4483,2427,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0185_trace.json,24,5,6,0,0,0,"{""1"": 1666, ""2"": 3676, ""3"": 3327, ""4"": 3455, ""5"": 3609}","{""agent_round_1"": 999, ""recorder"": 4483, ""agent_normal"": 7824, ""evaluator"": 2427}",both_wrong,same_outcome
gsm8k_0186,gsm8k,Caleb and his dad went fishing at the lake.  Caleb caught 2 trouts and his dad caught three times as much as Caleb.  How many more trouts did his dad catch compared to Caleb?,4,"['4', '4', '4']",4,4,4,True,True,True,2,2,early_stop,299,899,4679,4182,497,2616,1530,533,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0186_trace.json,9,2,3,0,0,0,"{""1"": 1598, ""2"": 3081}","{""agent_round_1"": 899, ""recorder"": 1530, ""agent_normal"": 1717, ""evaluator"": 533}",both_correct,same_outcome
gsm8k_0187,gsm8k,Christina has 3 snakes. 1 snake is 2 feet long. Another snake is 16 inches long. The last snake is 10 inches long. How many inches are all of her snakes combined?,50,"['42', '44', '28']",42,42,44,False,False,False,3,3,early_stop,278,834,8633,7532,1101,4655,2765,1213,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0187_trace.json,14,3,4,0,0,0,"{""1"": 1478, ""2"": 3243, ""3"": 3912}","{""agent_round_1"": 834, ""recorder"": 2765, ""agent_normal"": 3821, ""evaluator"": 1213}",both_wrong,same_outcome
gsm8k_0188,gsm8k,"Madeline has 5 boxes with 24 crayons in each. She noticed that 5/8 of the crayons in the 2 boxes were not yet used. In the 2 other boxes, only 2/3 of the crayons were used while the last box was not entirely used. How many unused crayons did Madeline have?",70,"['47', '47', '37']",47,47,47,False,False,False,2,2,early_stop,308,926,4973,4414,559,2655,1664,654,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0188_trace.json,9,2,3,0,0,0,"{""1"": 1647, ""2"": 3326}","{""agent_round_1"": 926, ""recorder"": 1664, ""agent_normal"": 1729, ""evaluator"": 654}",both_wrong,same_outcome
gsm8k_0189,gsm8k,"Yesterday, David and William were invited to a party. David broke 2 glasses, while his friend William broke 4 times the number of glasses David broke. How many glasses were broken?",10,"['10', '10', '10']",10,10,10,True,True,True,2,2,early_stop,287,861,4593,4118,475,2549,1504,540,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0189_trace.json,9,2,3,0,0,0,"{""1"": 1536, ""2"": 3057}","{""agent_round_1"": 861, ""recorder"": 1504, ""agent_normal"": 1688, ""evaluator"": 540}",both_correct,same_outcome
gsm8k_0190,gsm8k,"Thor is 13 times older than Captain America. Captain America is 7 times older than Peter Parker, and Ironman is 32 years older than Peter Parker. How old is Ironman if Thor is 1456 years old?",48,"['48', '48', '128']",48,48,48,True,True,True,3,4,rollback,345,1015,12896,11234,1662,4551,3994,1190,638,658,1865,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0190_trace.json,20,3,7,1,1,0,"{""1"": 1952, ""2"": 3345, ""3"": 6961}","{""agent_round_1"": 1015, ""recorder"": 3994, ""agent_normal"": 3536, ""evaluator"": 1190, ""repair_brief_generator"": 638, ""repair_agent"": 1865, ""repair_evaluator"": 658}",both_correct,same_outcome
gsm8k_0191,gsm8k,Last year Dallas was 3 times the age of his sister Darcy. Darcy is twice as old as Dexter who is 8 right now. How old is Dallas now?,46,"['49', '10', '46']",49,49,24,False,False,False,2,3,rollback,298,925,9689,8207,1482,2646,3133,603,833,656,1818,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0191_trace.json,15,2,6,1,1,0,"{""1"": 1761, ""2"": 7095}","{""agent_round_1"": 925, ""recorder"": 3133, ""agent_normal"": 1721, ""evaluator"": 603, ""repair_brief_generator"": 833, ""repair_agent"": 1818, ""repair_evaluator"": 656}",both_wrong,same_outcome
gsm8k_0192,gsm8k,"In a section of the forest, there are 100 weasels and 50 rabbits. Three foxes invade this region and hunt the rodents. Each fox catches an average of 4 weasels and 2 rabbits per week. How many rabbits and weasels will be left after 3 weeks?",96,"['66 weasels, 30 rabbits', '62 weasels, 32 rabbits', '64 weasels, 22 rabbits']","66 weasels, 30 rabbits","66 weasels, 30 rabbits","64 weasels, 32 rabbits",False,False,False,2,2,early_stop,317,1051,5788,4845,943,2997,2099,692,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0192_trace.json,9,2,3,0,0,0,"{""1"": 1909, ""2"": 3879}","{""agent_round_1"": 1051, ""recorder"": 2099, ""agent_normal"": 1946, ""evaluator"": 692}",both_wrong,same_outcome
gsm8k_0193,gsm8k,Apple sold 100 iPhones at their New York store today for an average cost of $1000. They also sold 20 iPads for an average cost of $900 and 80 Apple TVs for an average cost of $200. What was the average cost across all products sold today?,670,"['554.71', '570', '570']",554.71,570,554.71,False,False,False,4,4,early_stop,311,920,12433,11027,1406,6783,3693,1957,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0193_trace.json,19,4,5,0,0,0,"{""1"": 1560, ""2"": 3379, ""3"": 3932, ""4"": 3562}","{""agent_round_1"": 920, ""recorder"": 3693, ""agent_normal"": 5863, ""evaluator"": 1957}",both_wrong,same_outcome
gsm8k_0194,gsm8k,"Melody planted sunflowers from two different seed packets. She found that the sunflowers from Packet A were 20% taller than the sunflowers from Packet B. If the sunflowers from Packet A were 192 inches tall, how tall were the sunflowers from Packet B?",160,"['160', '160', '160']",160,160,160,True,True,True,2,2,early_stop,344,973,5044,4408,636,2764,1713,567,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0194_trace.json,9,2,3,0,0,0,"{""1"": 1739, ""2"": 3305}","{""agent_round_1"": 973, ""recorder"": 1713, ""agent_normal"": 1791, ""evaluator"": 567}",both_correct,same_outcome
gsm8k_0195,gsm8k,"Mr. Grey is purchasing gifts for his family. So far he has purchased 3 polo shirts for $26 each; 2 necklaces for $83 each; and 1 computer game for $90. Since Mr. Grey purchased all those using his credit card, he received a $12 rebate. What is the total cost of the gifts after the rebate?",322,"['257', '250', '250']",257,250,322,False,False,True,3,4,rollback,315,944,12917,11346,1571,2716,3697,655,690,1323,3836,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0195_trace.json,20,3,7,1,2,0,"{""1"": 1570, ""2"": 6620, ""3"": 4037}","{""agent_round_1"": 944, ""recorder"": 3697, ""agent_normal"": 1772, ""evaluator"": 655, ""repair_brief_generator"": 690, ""repair_agent"": 3836, ""repair_evaluator"": 1323}",improved_over_majority,improved_over_single
gsm8k_0196,gsm8k,Mary bought 5 boxes of drinks at $6 each box and 10 boxes of pizzas at $14 each box for her pizza party. She paid $200 for all the items. How much change did she get back?,30,"['30', '30', '10']",30,30,30,True,True,True,2,2,early_stop,325,894,5222,4476,746,2699,1974,549,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0196_trace.json,9,2,3,0,0,0,"{""1"": 1766, ""2"": 3456}","{""agent_round_1"": 894, ""recorder"": 1974, ""agent_normal"": 1805, ""evaluator"": 549}",both_correct,same_outcome
gsm8k_0197,gsm8k,"Herbert is 10 years younger than Kris. If Kris is 24 years old now, how old will Herbert be next year?",15,"['15', '15', '15']",15,15,15,True,True,True,2,2,early_stop,299,881,4560,4069,491,2532,1501,527,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0197_trace.json,9,2,3,0,0,0,"{""1"": 1581, ""2"": 2979}","{""agent_round_1"": 881, ""recorder"": 1501, ""agent_normal"": 1651, ""evaluator"": 527}",both_correct,same_outcome
gsm8k_0198,gsm8k,There are 16 people at a dinner party. There are 40 dinner rolls available for them. Half the people eat 1 1/2 rolls each. The other half eat 1/2 a roll each. How many dinner rolls are leftover?,24,"['24', '24', '24']",24,24,24,True,True,True,4,4,early_stop,346,1023,10861,9869,992,5991,3188,1682,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0198_trace.json,19,4,5,0,0,0,"{""1"": 1829, ""2"": 3014, ""3"": 3009, ""4"": 3009}","{""agent_round_1"": 1023, ""recorder"": 3188, ""agent_normal"": 4968, ""evaluator"": 1682}",both_correct,same_outcome
gsm8k_0199,gsm8k,"Rosie runs 6 miles per hour. She runs for 1 hour on Monday, 30 minutes on Tuesday, 1 hour on Wednesday, and 20 minutes on Thursday. If she wants to run 20 miles for the week, how many minutes should she run on Friday?",30,"['40', '40', '40']",40,40,40,False,False,False,3,3,early_stop,323,969,9836,8454,1382,5378,3254,1204,0,0,0,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0199_trace.json,14,3,4,0,0,0,"{""1"": 1888, ""2"": 4126, ""3"": 3822}","{""agent_round_1"": 969, ""recorder"": 3254, ""agent_normal"": 4409, ""evaluator"": 1204}",both_wrong,same_outcome
gsm8k_0200,gsm8k,"Gary bought his first used car for $6,000.  Gary borrowed the money from his dad who said he could pay him back the full amount over 5 years.  Gary decided he would pay his dad back the full amount in 2 years.  How much more is Gary spending per month to pay the loan off in 2 years instead of 5?",150,"['300', '300', '300']",300,300,180,False,False,False,4,5,rollback,312,938,17734,15598,2136,5164,4866,1319,841,1325,4219,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0200_trace.json,25,4,8,1,2,0,"{""1"": 1550, ""2"": 3364, ""3"": 7944, ""4"": 4035}","{""agent_round_1"": 938, ""recorder"": 4866, ""agent_normal"": 4226, ""evaluator"": 1319, ""repair_brief_generator"": 841, ""repair_agent"": 4219, ""repair_evaluator"": 1325}",both_wrong,same_outcome
